e8,0,2a3
e8,1,2a4
e8,2,2a5
e8,3,2a6
e8,4,111
e8,5,112
e8,6,113
e8,7,114
e8,8,115
e8,9,116
e8,10,117
e8,11,118
e8,12,119
e8,13,11a
e8,14,11b
e8,15,11c
e8,16,11d
e8,17,11e
e8,18,11f
e8,19,120
e8,20,121
e8,21,122
e8,22,123
e8,23,124
e8,24,125
e8,25,126
e8,26,127
e8,27,128
e8,28,129
e8,29,12a
e8,30,12b
e8,31,12c
e8,32,12d
e8,33,12e
e8,34,12f
e8,35,130
e8,36,131
e8,37,132
e8,38,133
e8,39,134
e8,40,135
e8,41,136
e8,42,137
e8,43,138
e8,44,139
e8,45,13a
e8,46,13b
e8,47,13c
e8,48,13d
e8,49,13e
e8,50,13f
e8,51,140
e8,52,161
e8,53,162
e8,54,163
e8,55,164
e8,56,165
e8,57,166
e8,58,167
e8,59,168
e8,60,169
e8,61,16a
e8,62,16b
e8,63,16c
e8,64,16d
e8,65,16e
e8,66,16f
e8,67,170
e8,68,171
e8,69,172
e8,70,173
e8,71,174
e8,72,175
e8,73,176
e8,74,177
e8,75,178
e8,76,179
e8,77,17a
e8,78,17b
e8,79,17c
e8,80,17d
e8,81,17e
e8,82,17f
e8,83,180
e8,84,181
e8,85,182
e8,86,183
e8,87,184
e8,88,185
e8,89,186
e8,90,187
e8,91,188
e8,92,189
e8,93,18a
e8,94,18b
e8,95,18c
e8,96,18d
e8,97,18e
e8,98,18f
e8,99,190
e8,100,191
e8,101,192
e8,102,193
e8,103,194
e8,104,195
e8,105,196
e8,106,197
e8,107,198
e8,108,199
e8,109,19a
e8,110,19b
e8,111,19c
e8,112,19d
e8,113,19e
e8,114,19f
e8,115,1a0
e8,116,601
e8,117,602
e8,118,603
e8,119,604
e8,120,605
e8,121,606
e8,122,607
e8,123,608
e8,124,609
e8,125,60a
e8,126,60b
e8,127,60c
e8,128,60d
e8,129,60e
e8,130,60f
e8,131,610
e8,132,611
e8,133,612
e8,134,613
e8,135,614
e8,136,615
e8,137,616
e8,138,617
e8,139,618
e8,140,619
e8,141,61a
e8,142,61b
e8,143,61c
e8,144,61d
e8,145,61e
e8,146,61f
e8,147,620
e8,148,621
e8,149,622
e8,150,623
e8,151,624
e8,152,625
e8,153,626
e8,154,627
e8,155,628
e8,156,629
e8,157,62a
e8,158,62b
e8,159,62c
e8,160,62d
e8,161,62e
e8,162,62f
e8,163,630
e8,164,631
e8,165,632
e8,166,633
e8,167,634
e8,168,635
e8,169,636
e8,170,637
e8,171,638
e8,172,639
e8,173,63a
e8,174,63b
e8,175,63c
e8,176,63d
e8,177,63e
e8,178,63f
e8,179,640
e8,180,641
e8,181,642
e8,182,643
e8,183,644
e8,184,645
e8,185,646
e8,186,647
e8,187,648
e8,188,649
e8,189,64a
e8,190,64b
e8,191,64c
e8,192,64d
e8,193,64e
e8,194,64f
e8,195,650
e8,196,651
e8,197,652
e8,198,653
e8,199,654
e8,200,655
e8,201,656
e8,202,657
e8,203,658
e8,204,659
e8,205,65a
e8,206,65b
e8,207,65c
e8,208,65d
e8,209,65e
e8,210,65f
e8,211,660
e8,212,661
e8,213,662
e8,214,663
e8,215,664
e8,216,665
e8,217,666
e8,218,667
e8,219,668
e8,220,669
e8,221,66a
e8,222,66b
e8,223,66c
e8,224,66d
e8,225,66e
e8,226,66f
e8,227,670
e8,228,671
e8,229,672
e8,230,673
e8,231,674
e8,232,675
e8,233,676
e8,234,677
e8,235,678
e8,236,679
e8,237,67a
e8,238,67b
e8,239,67c
e8,240,67d
e8,241,67e
e8,242,67f
e8,243,680
e8,244,701
e8,245,702
e8,246,703
e8,247,704
e8,248,705
e8,249,706
e8,250,707
e8,251,708
e8,252,709
e8,253,70a
e8,254,70b
e8,255,70c
e9,0,ea
e9,1,eb
e9,2,ec
e9,3,ed
e9,4,ee
e9,5,ef
e9,6,f0
e9,7,f1
e9,8,f2
e9,9,f3
e9,10,f4
e9,11,f5
e9,12,f6
e9,13,f7
e9,14,f8
e9,15,f9
e9,16,fa
e9,17,fb
e9,18,fc
ea,0,70d
ea,1,70e
ea,2,70f
ea,3,710
ea,4,711
ea,5,712
ea,6,713
ea,7,714
ea,8,715
ea,9,716
ea,10,717
ea,11,718
ea,12,719
ea,13,71a
ea,14,71b
ea,15,71c
ea,16,71d
ea,17,71e
ea,18,71f
ea,19,720
ea,20,721
ea,21,722
ea,22,723
ea,23,724
ea,24,725
ea,25,726
ea,26,727
ea,27,728
ea,28,729
ea,29,72a
ea,30,72b
ea,31,72c
ea,32,72d
ea,33,72e
ea,34,72f
ea,35,730
ea,36,731
ea,37,732
ea,38,733
ea,39,734
ea,40,735
ea,41,736
ea,42,737
ea,43,738
ea,44,739
ea,45,73a
ea,46,73b
ea,47,73c
ea,48,73d
ea,49,73e
ea,50,73f
ea,51,740
ea,52,741
ea,53,742
ea,54,743
ea,55,744
ea,56,745
ea,57,746
ea,58,747
ea,59,748
ea,60,749
ea,61,74a
ea,62,74b
ea,63,74c
ea,64,74d
ea,65,74e
ea,66,74f
ea,67,750
ea,68,751
ea,69,752
ea,70,753
ea,71,754
ea,72,755
ea,73,756
ea,74,757
ea,75,758
ea,76,759
ea,77,75a
ea,78,75b
ea,79,75c
ea,80,75d
ea,81,75e
ea,82,75f
ea,83,760
ea,84,761
ea,85,762
ea,86,763
ea,87,764
ea,88,765
ea,89,766
ea,90,767
ea,91,768
ea,92,769
ea,93,76a
ea,94,76b
ea,95,76c
ea,96,76d
ea,97,76e
ea,98,76f
ea,99,770
ea,100,771
ea,101,772
ea,102,773
ea,103,774
ea,104,775
ea,105,776
ea,106,777
ea,107,778
ea,108,779
ea,109,77a
ea,110,77b
ea,111,77c
ea,112,77d
ea,113,77e
ea,114,77f
ea,115,780
ea,116,781
ea,117,782
ea,118,783
ea,119,784
ea,120,785
ea,121,786
ea,122,787
ea,123,788
ea,124,789
ea,125,78a
ea,126,78b
ea,127,78c
ea,128,78d
ea,129,78e
ea,130,78f
ea,131,790
ea,132,791
ea,133,792
ea,134,793
ea,135,794
ea,136,795
ea,137,796
ea,138,797
ea,139,798
ea,140,799
ea,141,79a
ea,142,79b
ea,143,79c
ea,144,79d
ea,145,79e
ea,146,79f
ea,147,7a0
ea,148,7a1
ea,149,7a2
ea,150,7a3
ea,151,7a4
ea,152,7a5
ea,153,7a6
ea,154,7a7
ea,155,7a8
ea,156,7a9
ea,157,7aa
ea,158,7ab
ea,159,7ac
ea,160,7ad
ea,161,7ae
ea,162,7af
ea,163,7b0
ea,164,7b1
ea,165,7b2
ea,166,7b3
ea,167,7b4
ea,168,7b5
ea,169,7b6
ea,170,7b7
ea,171,7b8
ea,172,7b9
ea,173,7ba
ea,174,7bb
ea,175,7bc
ea,176,7bd
ea,177,7be
ea,178,7bf
ea,179,7c0
